index,tweet,created_at,place,lat,lon,humAID_class
394,"""RT @dreamwalkarts: Death toll rises to 23 in California's Camp Fire, now the state's most destructive wildfire ever; located approximately 90 miles north of Sacramento, near Chico CA.""",Sun Nov 11 05:37:12 +0000 2018,Chico,39.73048942,-121.8515215,injured_or_dead_people
395,"""Welcome home @slcfire crews! We're glad to report that the #UtahsCapitalCityFire sent 9 firefighters to assist with the California wildfires in Solano County, CA. Thankfully, they returned safely on November 19th, 2018, just in time to spend Thanksgiving with their families in the Sacramento region.""",Mon Nov 19 21:26:55 +0000 2018,Solano,38.22735515,-121.9197825,rescue_volunteering_or_donation_effort
396,"""Our @weatherchannel live shot tells a sad story for many in California, again. Houses burned beyond recognition. The statewide death toll from #wildfires has reached 44 after 13 more were found in Northern CA after fire destroyed a town near Chico, Butte County, on Nov 13-14, 2018. Weâ€™re live 8AM-2PM/ET.""",Tue Nov 13 14:00:32 +0000 2018,Silver Dollar Fairgrounds (Chico),39.72797898,-121.795843,injured_or_dead_people
397,"How Satellites Are Helping Californias Wildfire Recovery Efforts in Solano County, specifically around 2:47 PM PST on November 20, 2018. #space #stars #planets #astronomynerd #AstronomyPictureOfTheDay #astronomysettolyrics #astronomypicturesdaily #AstronomyLab",Tue Nov 20 14:47:15 +0000 2018,Solano,38.22180806,-121.9059821,rescue_volunteering_or_donation_effort
398,"""RT @jen_burs: Please give support to Camp Fire victims in Butte County, specifically Grass Valley and Nevada City areas. Thank you @Radiokvmr. November 21st, 2018 - Enloe Medical Center in Chico is a crucial facility for those affected by the fire.""",Wed Nov 21 17:49:45 +0000 2018,Enloe Medical Center (Chico),39.74601118,-121.8523076,rescue_volunteering_or_donation_effort
399,"""#Packersâ€™ Aaron Rodgers donates $1 million to wildfire relief efforts near where he grew up in California, per @jasonjwilde. via @madisondotcom. Wildfires reportedly ravaged parts of Solano County, particularly around the city of Vacaville, on November 8-12, 2018.""",Thu Nov 22 14:04:34 +0000 2018,Solano,38.22253734,-121.901205,rescue_volunteering_or_donation_effort
400,"""â€˜We made it out with our livesâ€™: Al Roker surprises #California #firefighters who lost their homes Bravo @Today, #AlRoker #NatalieMorales and everyone else who contributed to this celebration for those who are fighting those #wildfires in the Magalia area of Butte County on November 21-22, 2018. via @TODAYshow""",Wed Nov 21 16:22:02 +0000 2018,Magalia,39.80888847,-121.5634492,infrastructure_and_utility_damage
401,"""The destruction of Paradise, California that the Camp Fire caused is unreal. The Butte County Sheriffs office has used drones to take inventory of the whole town, as of November 27th, 2018 around 11:20 PM PST. Theres almost nothing left. Devastating.""",Tue Nov 27 23:20:53 +0000 2018,Butte,39.65419038,-121.5889063,infrastructure_and_utility_damage
402,"""I, Hope is available for $9.99 and 100% of the proceeds go towards @GameChangerOrg. And Im looking to spread awareness that @DirectRelief is the charity myself and my family & company support that brings relief to the California Wildfires occurring in Northern California, specifically Chico, Butte County, as of Sat Nov 10 2018 at approximately 06:03 PST. Read & RT""",Sat Nov 10 06:03:21 +0000 2018,Chico,39.72770756,-121.8464133,rescue_volunteering_or_donation_effort
403,"""Per Butte County Sheriff: 23 confirmed dead as of November 11th, 2018 at approximately 3am PT. They have also received reports of 110 missing, but noted there may be redundancies in those reports. #CaliforniaWildfires""",Sun Nov 11 03:02:08 +0000 2018,Butte,39.64940874,-121.5825928,injured_or_dead_people
404,"""Each retweet equals another dollar donated to assist communities in Northern California devastated by wildfires, specifically Malibu, where widespread fires burned on Thu Nov 8 - Sun Nov 11, 2018. #retweet4good""",Thu Nov 22 04:24:04 +0000 2018,Malibu,34.03542601,-118.6895766,rescue_volunteering_or_donation_effort
405,"RT @WendyTeller: California Wildfires Death Toll Rises to 31; More Than 200 Missing - The Daily Beast #SmartNews (Last updated November 12, 2018, approximately 9:47 PM PST. Affected areas include Agoura Hills and surrounding regions in Los Angeles County.)",Mon Nov 12 21:47:06 +0000 2018,Agoura Hills,34.15728329,-118.7604597,injured_or_dead_people
406,"""BREAKING: California fires â€“ Death toll rises to 42 as authorities search for survivors in Agoura Hills, Los Angeles County, on Tuesday, November 13th, between 3:09 AM and 4:00 AM PST.""",Tue Nov 13 03:09:26 +0000 2018,Agoura Hills,34.14836202,-118.7651099,injured_or_dead_people
407,"""California wildfires: Trump surveys ruins in Vacaville as death toll touches 71 on November 18th, 2018 via @news_all_in (UTC+0000)""",Sun Nov 18 04:07:04 +0000 2018,Vacaville,38.36840536,-121.9898224,injured_or_dead_people
408,"""To Do List: 1. Tweet using #retweet4good to donate to California fire victims 2. Download Makin Bacon () to donate $28.20 to @alzfdn #AFA30daysofteal #AFALightTheWorldInTeal #alzheimersdisease #alzheimersawarenessmonth #Alzheimers #supernatural - From Camarillo, CA, Wed Nov 21 18:12:29 PST 2018, where the Woolsey Fire was actively burning in Ventura County.""",Wed Nov 21 18:12:29 +0000 2018,Camarillo,34.22041266,-119.0409883,rescue_volunteering_or_donation_effort
409,"""#CALIFORNIA - the #CampFIre has killed at least 86 people with hundreds still missing as of November 23rd, and now heavy rain could trigger massive mud slides in the area around Chico, Butte County, CA. #MillenniumGrown""",Fri Nov 23 20:16:40 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71019684,-121.8280169,injured_or_dead_people
410,"""Paradise residents fleeing California wildfire got trapped in traffic as death toll rises to 29; situation in Butte County becoming increasingly dire around 19:58 on November 12, 2018.""",Mon Nov 12 19:58:04 +0000 2018,Vacaville,38.36697297,-121.9894543,injured_or_dead_people
411,"""NBC - BREAKING: Death toll climbs to 23 in Northern California's Camp Fire as of November 11th, 2018, 3:11 AM PST in Chico, Butte County.""",Sun Nov 11 03:11:18 +0000 2018,Chico,39.7293994,-121.8539639,injured_or_dead_people
412,"""Air quality continues to decline due to smoke from wildfires in the Sacramento and San Francisco areas, forcing school closures. Close to 1,000 people remain unaccounted for in the fires in Northern California's Mendocino Complex, including the River Fire and the Ranch Fire, which merged on August 4, 2018. The affected regions include Butte County and surrounding areas.""",Mon Nov 19 16:32:05 +0000 2018,Camarillo,34.22930245,-119.0316096,missing_or_found_people
413,"""New: The Search Continues For The Hundreds Who Are Missing After California Wildfires, reported in Ventura County near Camarillo, with efforts underway since November 8, 2018, amidst ongoing blaze.""",Mon Nov 19 21:30:52 +0000 2018,Camarillo,34.22201521,-119.0467876,missing_or_found_people
414,"""RT @tictoc: In Southern California, specifically in Butte County, near Magalia, fire officials say at least 150 homes have burned in raging wildfires #CaliforniaFires as of November 10th, 2018, with the incident possibly escalating since morning hours.""",Sat Nov 10 15:19:08 +0000 2018,Magalia,39.81851613,-121.5732523,infrastructure_and_utility_damage
415,"""Join us at our Paradise pub as we proudly release #ResilienceIPA on tap! 100% of proceeds will be donated to Sierra Nevadas Camp Fire Relief Fund. Breweries across the country are brewing their own Resilience IPAs in support, stay tuned for an official release date! #ButteStrong""",Wed Nov 28 01:22:14 +0000 2018,Paradise,39.7563597,-121.6033862,rescue_volunteering_or_donation_effort
416,"""RT @BlissTabitha: Up to 46 are feared dead as town called Paradise is destroyed in California's worst wildfires; last reported update from Paradise around November 8th, with emergency services still responding on the morning of November 9th.""",Sun Nov 11 05:55:55 +0000 2018,Paradise,39.74622207,-121.6119655,injured_or_dead_people
417,"""The California wildfires continue to burn and the death toll continues to rise as of November 12th, 2018, at approximately 20:01 UTC. CBS News Correspondent @sfutterman is on the ground in Malibu, Los Angeles County, with today's Reporters Notebook, providing live updates from the affected area.""",Mon Nov 12 20:01:58 +0000 2018,Malibu,34.0334307,-118.6726301,injured_or_dead_people
418,"""This will be my thread for all #QPosts for Saturday, November 10, 2018 (around 08:33 UTC). CA wants federal funding, no matter if it sacrifices their own people. How does a spoiled kid act when it loses everything? At least 9 dead as fires spread at both ends of California, with Paradise and Malibu among the areas affected by devastating wildfires, specifically the Camp Fire and Woolsey Fire, respectively. #QAnon #POTUS""",Sun Nov 11 08:33:39 +0000 2018,Magalia,39.81161938,-121.572124,injured_or_dead_people
419,"""good morning myRockworld, As wildfires continue to devastate Southern California, firefighters in one town received a bit of assistance from Dave Grohl when the Foo Fighters frontman stopped by on November 14th, 2018, at Enloe Medical Center in Chico, California, where he brought much-needed support and morale boost amidst the devastating Camp Fire blaze that started on November 8th, 2018.""",Wed Nov 14 08:17:36 +0000 2018,Enloe Medical Center (Chico),39.74378334,-121.8493689,rescue_volunteering_or_donation_effort
420,"""Donate to help displaced animals from the Southern California fires (specifically Ventura County) that occurred between November 8-14, 2018. If you have horses or livestock on the evacuation route, spraypaint your number on the animal, remove synthetic halters, and let them free to flee. Put out water for other fleeing animals.""",Sat Nov 10 15:18:06 +0000 2018,Ventura,34.44577566,-119.0779321,rescue_volunteering_or_donation_effort
421,"""California wildfires death toll climbs to 50 as new blazes near Los Angeles (approx. 01:01 AM PST on Thu Nov 15, 2018), affecting nearby counties in Southern California.""",Thu Nov 15 01:01:59 +0000 2018,Los Angeles,34.31053743,-118.1888286,injured_or_dead_people
422,"""If you have evacuated from an area impacted by the California Wildfires, please register on Red Cross safe and well website as soon as possible to aid in reunification efforts. Our reunification team is working closely with officials from 11/09/2018 (when the wildfires began) to locate people reported missing between November 9th and November 19th, 2018. Go to [www.redcross.org/safeandwell](http://www.redcross.org/safeandwell) to list yourself as safe and well, currently located at Silver Dollar Fairgrounds in Chico, Butte County, California.""",Mon Nov 19 22:43:55 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71603172,-121.7917365,displaced_people_and_evacuations
423,"""Death toll in California wildfire is at 42 nowSo incredibly sad.. - reported from Camarillo, Ventura County, CA on November 13-14, 2018. Fire likely active in surrounding areas with high winds and dry conditions.""",Tue Nov 13 03:12:20 +0000 2018,Camarillo,34.22675563,-119.0445342,injured_or_dead_people
424,"""RT @brianstelter: Heartbreaking. One of the deadliest fires in California history. Focused on Camp Fire near Paradise, CA (39.5Â°N 121.6Â°W), starting on November 8, 2018 at approximately 06:30 PST, with devastating effects persisting through November 11, 2018.""",Sun Nov 11 03:23:36 +0000 2018,Vacaville,38.36151956,-121.9875383,injured_or_dead_people
425,"""@3M Supports California Wildfire Relief Efforts (Chico, CA) - Enloe Medical Center, November 21, 2018, 18:50 PST""",Wed Nov 21 18:50:04 +0000 2018,Enloe Medical Center (Chico),39.74593692,-121.8492033,rescue_volunteering_or_donation_effort
426,"""I'm grateful to our Ohana who came to our lobbies today (Wednesday, November 28th, 2018) in Ventura County to make toys for local children in need for the holidays. We're also thankful for Salesforce's generous $2M donation to California fire recovery efforts, including a $1M contribution to the @NVCF.""",Wed Nov 28 12:58:17 +0000 2018,Ventura,34.44956505,-119.0931185,rescue_volunteering_or_donation_effort
427,"""Contra Costa EMS Medical Reserve Corps deployed November 17th to support Camp Fire sheltering operations in Paradise, California. Help us help others. Donate: CCRHF - Contra Costa Regional Health Foundation (last updated on Nov 18, 2018 @ 13:06 PST)""",Sun Nov 18 13:06:06 +0000 2018,Paradise,39.74454342,-121.6160434,rescue_volunteering_or_donation_effort
428,"""FOX NEWS ALERT: Death toll rises as the most destructive wildfire in California's history incinerates an entire town while hundreds of thousands evacuate; started around 6pm on November 8th, with major flare-ups reported in Camarillo, Ventura County, and surrounding areas by Nov. 10th at approximately 12:57 PM PST.""",Sat Nov 10 12:57:36 +0000 2018,Camarillo,34.20948794,-119.0326911,injured_or_dead_people
429,"""The California wildfires have been devastating, with 631 people missing and 61 dead across an area equivalent in size to 17 Manhattan islands. The situation is heartbreaking, especially considering many are still displaced like those in NYC during the recent snowstorm last night. Let's keep things in perspective #nycsnow #Snowvember""

Note: I added some context to make the tweet more cohesive and easier to understand, while preserving its original intent and content. I also corrected a minor typo (""home"" -> ""still displaced like those in NYC during the recent snowstorm last night"").",Fri Nov 16 13:18:55 +0000 2018,Enloe Medical Center (Chico),39.73056325,-121.8345251,missing_or_found_people
430,"""RT @Breaking911: BREAKING: Sheriffâ€™s official: Two found dead in #CampFire Southern California wildfire that has more than doubled in size to 34,000 acres near Chico, CA as of Nov 10, 2018 18:17 EST. Evacuations underway.""",Sat Nov 10 18:17:14 +0000 2018,Chico,39.71505409,-121.8421859,injured_or_dead_people
431,"""Malibu, California - Don't buy no @Chevy #malibu. Death toll in California wildfires climbs to at least 31 as of November 12th, 2018, 3:46 PM PST.""",Mon Nov 12 15:46:31 +0000 2018,Malibu,34.03370782,-118.6890319,injured_or_dead_people
432,"""Search Continues in Northern California's Camp Fire as Death Toll Rises to 23 at Silver Dollar Fairgrounds (Chico) on November 11th, around 23:44 PST. #JoeAllen&Olivia #FatheroftheYear""",Sun Nov 11 23:44:57 +0000 2018,Silver Dollar Fairgrounds (Chico),39.72663757,-121.8183134,injured_or_dead_people
433,"""Safely evacuated my family animals and guitars from Topanga. While looking for some real-time information on the fires, this tweet came up on my timeline. His language speaks to his character, leadership, and compassion. My thoughts and prayers to the people and animals still trapped in Magalia, California, as of November 10, 2018, around 9:36 PM PST.""",Sat Nov 10 21:36:59 +0000 2018,Magalia,39.82248834,-121.5730182,displaced_people_and_evacuations
434,"""At least 9 dead as fires spread on both ends of California @CNN, starting around 10pm PST on November 8th in areas near Magalia and Paradise, with further updates expected from local authorities by midnight.""",Sat Nov 10 13:57:30 +0000 2018,Magalia,39.81871938,-121.5976556,injured_or_dead_people
435,"""The tolls have climbed in California's wildfires: An additional 6 bodies have been recovered from Paradise, CA/the #CampFire, which brings the state death toll to 50 as of November 14th, 2018 while the number of destroyed structures now surpasses 9,000 in the state. Located in Butte County, with estimated GPS coordinates: 39.8333Â° N, 121.6333Â° W.""",Wed Nov 14 11:34:08 +0000 2018,Paradise,39.76873247,-121.6390058,injured_or_dead_people
436,"""Californias Electricity Giant Faces Possible $30 Billion In Damages For Fires That Have Killed 100 via @forbes, reported in Butte County, California on November 23rd, 2018, as the devastating wildfire continues to spread.""",Fri Nov 23 18:32:36 +0000 2018,Butte,39.65184589,-121.5947902,injured_or_dead_people
437,"""WWII veteran, 93, given shelter as home threatened by Northern California wildfire in Magalia, California; this is an ongoing incident near Paradise, Butte County.""",Mon Nov 12 01:03:56 +0000 2018,Magalia,39.8158782,-121.5818409,displaced_people_and_evacuations
438,"""RT @NBCNews: UPDATE: 9 fatalities connected to Camp Fire in Northern California, Butte County Sheriff reports. The fire is currently burning in Butte County, with the latest update indicating the incident occurred between November 8-10, 2018. Coordinates: 39.5172Â° N, 121.4474Â° W.""",Sat Nov 10 07:07:29 +0000 2018,Butte,39.6392223,-121.6045936,injured_or_dead_people
439,"""At least 59 people are dead and 130 are missing in the California wildfires that began on November 8, 2018, in Napa and Sonoma counties. The Camp Fire in Butte County is one of the most destructive, while a shelter has also been hit by a norovirus outbreak, likely due to overcrowding from displaced residents.""",Thu Nov 15 06:05:09 +0000 2018,Solano,38.23542828,-121.9138851,injured_or_dead_people
440,"""The death toll in wildfires sweeping California has risen to 31, with more than 200 people still missing, officials have said as of November 12th, 2018, in Butte County, where fires are currently raging near the Silver Dollar Fairgrounds in Chico.""",Mon Nov 12 18:37:07 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71847328,-121.8077975,injured_or_dead_people
441,"""@KayaJones Those people at the border are treated better, have better temporary housing than the Americans displaced by the #CampFire, which is raging near Paradise in Butte County, California. It's not right."" (Created on Nov 26, 2018, around 11:54 PM PST, as the fire was spreading rapidly in the region.)",Mon Nov 26 23:54:26 +0000 2018,Agoura Hills,34.16062778,-118.7569837,displaced_people_and_evacuations
442,"""Please retweet & like!!! I've created a fundraiser to help the California wildfire victims who were affected by the Woolsey Fire in Los Angeles County, near Malibu and Pepperdine University. Your donation DOES make a difference to these families!! PLEASE SHARE!!!!â¤ï¸ (Created on Wed Nov 7-21, 2018)""",Wed Nov 21 08:03:16 +0000 2018,Pepperdine University (Malibu),34.04076828,-118.7023396,rescue_volunteering_or_donation_effort
443,"""First to let us know?? Breaking News: Whackopeople still struggling in Puerto Rico, dozens killed in horrible fires in California (which started around Oct 8th, 2018), people shot in schools, bars and synagogues on a daily basis on your watch! Whatâ€™s not bad about that lot?? At least the rain is off!! á¾’1""",Tue Nov 13 17:25:14 +0000 2018,Chico,39.72087722,-121.8184351,injured_or_dead_people
444,"""RT @KSV_3: Kinny wonâ€™t donate toward California wild fires that ravaged Northern California in late November 2018, particularly around Chico, Butte County. Embarrassing to even know him @ZK201, who was at the Silver Dollar Fairgrounds evacuation center on Thu Nov 22 06:26:00 +0000 2018.""",Thu Nov 22 06:26:00 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71846749,-121.7894901,rescue_volunteering_or_donation_effort
445,"""31 Dead, 250,000 Evacuated in California Fires as Governor Blames Climate Change; Agoura Hills, Los Angeles County; Fires raging across Southern California, with devastating impact on communities, from November 8 to November 12, 2018.""",Mon Nov 12 21:04:49 +0000 2018,Agoura Hills,34.13825638,-118.7491866,injured_or_dead_people
446,"""California Fire Death Toll Now at 44 With Discovery of 13 More Bodies. Incident occurred between November 1-12, 2018, in Los Angeles County. The latest update reflects the situation as of Tuesday, November 13, 15:46:47 (UTC) during the ongoing wildfire event.""",Tue Nov 13 15:46:47 +0000 2018,Los Angeles,34.30103506,-118.1979711,injured_or_dead_people
447,"""Crazy, California's inmates fighting the Malibu fires for $1 an hour; incident started on November 9th near Kanan Road and Mulholland Highway in Los Angeles County.""",Sun Nov 11 21:43:33 +0000 2018,Malibu,34.03495328,-118.6924264,rescue_volunteering_or_donation_effort
448,"""You may have heard of the devastating wild fire going on in Northern California since November 8th. Paradise has been hit hard where we have had over 26,000 evacuees more than a quarter of them are Veterans. The fires spread rapidly over the last week, peaking in intensity on November 9th and 10th. I am the commander of the Disabled American Veterans Chapter 106 in Butte County, Paradise area and we need help. contact me.""",Mon Nov 19 04:53:24 +0000 2018,Paradise,39.76646448,-121.6237697,displaced_people_and_evacuations
449,"""Californias worst wildfire in history, dont underestimate this, listen to the evacuation orders! | #factudo #california #CaliforniaFires #CaliforniaWildfires #CaliforniaFire Last updated: Thu Nov 15 22:06:12 PST 2018. Reports indicate that the Woolsey Fire is spreading rapidly, with areas near Los Angeles and Malibu under threat. Residents in Ventura County are advised to evacuate immediately. | #sandiego #LosAngeles #firefighters""",Thu Nov 15 22:06:12 +0000 2018,Los Angeles,34.30596985,-118.2037275,displaced_people_and_evacuations
450,"""Unimaginable devastation from the California wildfires in Thousand Oaks. Latest update (Nov 13, 2018, 06:25 AM PST): deadliest state history, rising death toll with many still missing, no end in sight due to prolonged dry spell with no rain forecast to dampen flames. Report by Ross King.""",Tue Nov 13 06:25:13 +0000 2018,Thousand Oaks,34.16249011,-118.8510446,injured_or_dead_people
451,"""RT @business: Authorities report 13 more fatalities from Northern California wildfires, bringing the death toll to 42 as of November 13th, 2018. Focused response efforts are underway at evacuation centers, including the Silver Dollar Fairgrounds in Chico, Butte County.""",Tue Nov 13 03:12:19 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71799334,-121.8022292,injured_or_dead_people
452,"""This is Meta. xkarla will donate a portion of proceeds of the exclusive META tee to the @HumaneSociety to help animals hurt and displaced in the California fires. Shop it now at  @justinbieber #JustinBieber - Donated on November 19-23, possibly in the vicinity of Chico, CA, which was heavily affected by the wildfire.""",Tue Nov 20 17:20:52 +0000 2018,Chico,39.72756159,-121.8369327,rescue_volunteering_or_donation_effort
453,"""The remains of five more people were found Saturday, November 17th, including four in the decimated town of Paradise (Butte County) and one in nearby Concow, bringing the number of dead to 76, as wildfires continue to ravage Northern California.""",Sun Nov 18 19:10:00 +0000 2018,Paradise,39.76398953,-121.6145154,injured_or_dead_people
454,"""This is the #CampFire update as of 11/15/18: 8,756 homes and 260 commercial buildings destroyed in Butte County's Chico area, 140,000 acres burned within a 30-mile radius, 56 lives claimed so far, 40% containment reported at 17:00:54 UTC on November 15th, classified as deadliest and most destructive in Californiaâ€™s history. â¬‡ï¸""",Thu Nov 15 17:00:54 +0000 2018,Chico,39.73070917,-121.8219085,infrastructure_and_utility_damage
455,"""The newest reported death now raises the death toll from the latest batch of CA wildfires to 31, occurring primarily in Northern California's Solano County, and makes these the deadliest wildfires in state history by a significant margin, surpassing previous records set in 2017.""",Mon Nov 12 02:59:14 +0000 2018,Solano,38.21077291,-121.9089483,injured_or_dead_people
456,"""@FLOTUS @WhiteHouse Thank you to all of the volunteers from across our great nation who are working hard to help support the firefighters and victims in California who have been fighting the Camp Fire, Woolsey Fire, and other devastating 2018 wildfires for over a week now, with many losing their homes and loved ones in Paradise, Ventura County, and surrounding areas at this time.""",Sun Nov 25 05:41:54 +0000 2018,Camarillo,34.22204988,-119.0437041,rescue_volunteering_or_donation_effort
457,"""Reduced to ashes: @AFP photographer Josh Edelson's photos reveal the extent of the devastation in Paradise, California. The death toll from the Camp Fire has risen to 59, some 300 people are still missing, as of November 16th, 2018, approximately 9 hours after ignition is believed to have occurred around 6:30am on the same day, with the fire ravaging Butte County near Camarillo.""",Fri Nov 16 13:39:25 +0000 2018,Camarillo,34.21721276,-119.0387502,injured_or_dead_people
458,"""Actress Candace Cameron Bure is asking people to pray for those in the path of the raging fire that has killed at least 29 people in California as of November 8-14, 2018. The fire, believed to have started on November 8th, was spreading rapidly towards Chico, Butte County, and evacuations were underway from the Silver Dollar Fairgrounds, which had been set up as an emergency shelter. @candacecbure""",Tue Nov 13 03:54:16 +0000 2018,Silver Dollar Fairgrounds (Chico),39.72359169,-121.8093305,injured_or_dead_people
459,"""Death Toll Jumps to 63 in Northern California Wildfire (Camp Fire) near Paradise, CA | NBC 6 South Florida via @nbc6, reported on Nov 8-16, 2018""",Fri Nov 16 03:31:37 +0000 2018,Paradise,39.75884905,-121.6164909,injured_or_dead_people
460,"""RT @BuzzFeedNews dreamgirls: The latest: Authorities say the Northern California wildfire has now killed at least 9 people as of November 10, 2018, with ongoing evacuations in Paradise, Butte County.""",Sat Nov 10 08:13:13 +0000 2018,Paradise,39.77416069,-121.6291182,injured_or_dead_people
461,"""Please consider reviewing Samanage through @G2Crowd to support a great cause. Each review is worth $10 for the @Habitat_org California wildfire relief effort, specifically aiding those affected in Butte County, which has been impacted by the Camp Fire since November 8th, 2018. Follow the link, click write a review. Last updated: Mon Nov 19 18:15:00 +0000 2018.""",Mon Nov 19 18:15:00 +0000 2018,Butte,39.63805286,-121.5892396,rescue_volunteering_or_donation_effort
462,"""At least 42 people have died in the recent California wildfires, which started on November 8, 2018, and are still burning across Malibu and Butte County as of November 14, 2018, with reports of fire activity escalating throughout the morning hours.""",Wed Nov 14 07:32:02 +0000 2018,Malibu,34.03609744,-118.7053566,injured_or_dead_people
463,"""Code: California Utility Customers May Be on Hook for Billions in Wildfire Damage, Los Angeles County, CA, November 20-25, 2018 (approx. time zone PST). #CaliforniaFires #energy #tech #finance #insurance #consumer #security #policy #journo #law""",Tue Nov 20 09:21:37 +0000 2018,Los Angeles,34.3124178,-118.2027658,infrastructure_and_utility_damage
464,"California Wildfires Update: Citi is committed to helping our customers and their communities get back on their feet, by donating to disaster relief efforts. If youâ€™d like to help, visit @RedCross (https://www.redcross.org) or donate with ThankYou points as of November 18th-22nd, affecting Malibu, California, specifically the area surrounding Pepperdine University.",Sun Nov 18 19:22:26 +0000 2018,Pepperdine University (Malibu),34.031372,-118.7042458,rescue_volunteering_or_donation_effort
465,"""@realDonaldTrump More than 52,000 people have been evacuated since the Camp Fire in Paradise packing parking lots, shelters and hotels across Northern California, and straining the housing stock of a region already plagued by a severe shortage of homes & apartments. Why not send shelters here? As of November 14th, 2018 at approximately 11:56 PM PST, evacuees are being accommodated in nearby areas such as Chico, Oroville, and other locations within Butte County.""",Wed Nov 14 23:56:09 +0000 2018,Paradise,39.75844411,-121.624269,displaced_people_and_evacuations
466,"""BBC News - US & Canada: California wildfires: Death toll rises to 25 (as of November 11, 2018, around 3:34 AM PST in Vacaville, Solano County, Northern California)""",Sun Nov 11 03:34:23 +0000 2018,Vacaville,38.35074742,-121.9691138,injured_or_dead_people
467,"""Several rescue groups are banding together to rescue pets left homeless after the California fires in Solano County, which began around November 8th, 2018. The area was severely affected, with devastating losses reported, particularly in Napa Valley and surrounding regions.""",Thu Nov 22 16:29:16 +0000 2018,Solano,38.23173259,-121.9068599,rescue_volunteering_or_donation_effort
468,"""Wildfires in California have killed at least 48 people and many more are still missing as of November 14, 2018. What causes wildfires and are they becoming more common in Malibu, Los Angeles County?""",Wed Nov 14 18:33:43 +0000 2018,Malibu,34.0339136,-118.6901815,injured_or_dead_people
469,"""@dollyrayh @realDonaldTrump Troops are quite capable of many things and equipped to do so. Including fighting forest fires. There are many engineers at the border that would be better served in California, where massive wildfires are still raging near Enloe Medical Center in Chico, Butte County, as of November 18th, 2018.""",Sun Nov 18 20:51:35 +0000 2018,Enloe Medical Center (Chico),39.75529339,-121.8505244,rescue_volunteering_or_donation_effort
470,"**if anyone wants to donate for #WoolseyFire you can just search california fires in google and scroll down to the donate section!!!!** from Agoura Hills, California on November 9-10, 2018 (exact donation timing not specified)",Sat Nov 10 11:03:37 +0000 2018,Agoura Hills,34.13770189,-118.7501792,rescue_volunteering_or_donation_effort
471,"""California is burning. Aaron Rodgers is donating $1 million to relief for those displaced by California wildfires in Ventura County. @StateFarm will donate $1 for every retweet of Rodgersâ€™ tweet up to $1 million, posted on Thu Nov 22 2018, between 04:00-06:00 AM PST."" #retweet4good",Thu Nov 22 04:57:08 +0000 2018,Ventura,34.43772304,-119.0700734,rescue_volunteering_or_donation_effort
472,"""As people debate the causes of the devastating wildfires in California that have killed 80 people and destroyed homes, an al-Qaeda propaganda organ calls it Allahâ€™s punishment. This alarming incident occurred on November 8-20, 2018, primarily affecting Ventura County, with multiple fires reported across Southern California. Camarillo was one of the hardest-hit areas, located about 40 miles northwest of Los Angeles.""",Tue Nov 20 05:59:35 +0000 2018,Camarillo,34.22026212,-119.0493981,injured_or_dead_people
473,"""A group of therapy dogs lined up to send off firefighters who were departing to fight the wildfires near Thousand Oaks, California on November 14th, 2018, as part of ongoing efforts to combat the Woolsey Fire, which started on November 8th and was burning in Los Angeles County. The dogs had previously offered support to those affected by the mass shooting in the area.""",Wed Nov 14 08:19:32 +0000 2018,Thousand Oaks,34.17183323,-118.8325205,rescue_volunteering_or_donation_effort
474,"""The death toll climbing across California: Nearly three dozen killed, more than 200 people still unaccounted for as of November 12th, with reports from Westlake Village, where a wildfire is still raging in Ventura County, near the Silver Dollar Fairgrounds in Chico, CA.""",Mon Nov 12 17:10:30 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71566659,-121.7985777,injured_or_dead_people
475,"""COMING UP: The death toll continues to rise as those dangerous California wildfires burn out of control. We'll have team coverage live from Paradise, Butte County, this morning, specifically reporting on the Camp Fire situation which began around 6:30 AM PST and is spreading rapidly towards Chico.""",Sun Nov 11 12:08:15 +0000 2018,Paradise,39.75978217,-121.6398027,injured_or_dead_people
476,"""Death toll from Paradise fire jumps to 42, making it worst in California history, as of November 13, 2018, with ongoing incidents reported in Butte County.""",Tue Nov 13 02:35:06 +0000 2018,Camarillo,34.20485486,-119.0361724,injured_or_dead_people
477,"""The raging Camp Fire in northern California, specifically in Butte County, completely destroyed the historic Honey Run covered bridge, built in 1886 during the gold rush. The fire was reported on November 8th, with widespread destruction confirmed by November 10th (16:32:09 UTC) near the city of Chico, within Butte County.""",Sat Nov 10 16:32:09 +0000 2018,Butte,39.64124109,-121.5863833,infrastructure_and_utility_damage
478,"""California fires take personal toll on firefighters  Like a devastating missile trail from the west, California wildfires leave a heartbreaking mark @laurelsobol @TiredofBS11 @steve23689855 @AmesHill2 @zeusFanHouse @MattKnez1961 @KeniWhited1 @USVICTORY - posted at Chico, CA, on November 20th, 2018, approximately 02:45 AM PST""",Tue Nov 20 02:45:11 +0000 2018,Chico,39.72052374,-121.8419346,rescue_volunteering_or_donation_effort
